1	-3.70186	-3.70186	0
2	-3.70306	-3.70246	0.000601069
3	-3.69923	-3.70138	0.00113211
4	-3.70035	-3.70113	0.000840851
5	-3.69907	-3.70072	0.000770098
6	-3.69978	-3.70056	0.000647882
7	-3.69965	-3.70043	0.000562888
8	-3.6998	-3.70035	0.000493764
9	-3.69782	-3.70007	0.000518383
10	-3.70024	-3.70009	0.000463989
11	-3.7045	-3.70049	0.000580574
12	-3.70054	-3.70049	0.000530009
13	-3.69987	-3.70044	0.000489844
14	-3.69984	-3.7004	0.000455554
15	-3.7027	-3.70056	0.000451027
16	-3.70014	-3.70053	0.000422684
17	-3.70065	-3.70054	0.000397111
18	-3.70188	-3.70061	0.000381818
19	-3.69865	-3.70051	0.000375557
20	-3.70265	-3.70062	0.000371972
21	-3.70036	-3.7006	0.000354016
22	-3.70096	-3.70062	0.000337924
23	-3.70367	-3.70075	0.000349141
24	-3.70191	-3.7008	0.000337726
25	-3.70105	-3.70081	0.000324092
26	-3.70237	-3.70087	0.000317109
27	-3.69951	-3.70082	0.0003093
28	-3.70097	-3.70083	0.000298095
29	-3.70197	-3.70086	0.000290325
30	-3.69911	-3.70081	0.000286531
31	-3.701	-3.70081	0.000277203
32	-3.70073	-3.70081	0.000268414
33	-3.69891	-3.70075	0.000266457
34	-3.69889	-3.7007	0.000264214
35	-3.70158	-3.70072	0.000257795
36	-3.70009	-3.70071	0.000251145
37	-3.70099	-3.70071	0.000244382
38	-3.6988	-3.70066	0.000243128
39	-3.69797	-3.70059	0.00024667
40	-3.70043	-3.70059	0.000240457
