1	-8.29016e-21	0
2	-8.28884e-21	1.32157e-24
3	-8.30844e-21	1.96189e-23
4	-8.29069e-21	2.25297e-23
5	-8.29244e-21	1.75391e-23
6	-8.29952e-21	1.59735e-23
7	-8.28422e-21	2.04005e-23
8	-8.29548e-21	2.09484e-23
9	-8.30367e-21	2.02084e-23
10	-8.30932e-21	1.89383e-23
11	-8.30498e-21	1.76723e-23
12	-8.31232e-21	1.77259e-23
13	-8.31684e-21	1.69208e-23
14	-8.31264e-21	1.62194e-23
15	-8.31117e-21	1.51708e-23
16	-8.31588e-21	1.49531e-23
17	-8.31277e-21	1.4387e-23
18	-8.30807e-21	1.43555e-23
19	-8.30656e-21	1.36626e-23
20	-8.30969e-21	1.33332e-23
21	-8.31256e-21	1.30026e-23
22	-8.3116e-21	1.24341e-23
23	-8.31415e-21	1.21512e-23
24	-8.31577e-21	1.17466e-23
25	-8.31552e-21	1.12698e-23
26	-8.31355e-21	1.1004e-23
27	-8.31431e-21	1.06152e-23
28	-8.313e-21	1.03121e-23
29	-8.31441e-21	1.005e-23
30	-8.31327e-21	9.77579e-24
31	-8.31218e-21	9.51824e-24
32	-8.31066e-21	9.34078e-24
33	-8.31072e-21	9.05348e-24
34	-8.3092e-21	8.91216e-24
35	-8.30741e-21	8.8382e-24
36	-8.30655e-21	8.63222e-24
37	-8.30736e-21	8.43459e-24
38	-8.3063e-21	8.27699e-24
39	-8.30544e-21	8.1078e-24
40	-8.30647e-21	7.96915e-24
41	-8.30619e-21	7.77751e-24
42	-8.30264e-21	8.37902e-24
43	-8.30179e-21	8.22525e-24
44	-8.30264e-21	8.08071e-24
45	-8.30443e-21	8.09804e-24
46	-8.30362e-21	7.9611e-24
47	-8.30377e-21	7.79142e-24
48	-8.30389e-21	7.62825e-24
49	-8.3043e-21	7.48232e-24
50	-8.30356e-21	7.36809e-24
51	-8.30252e-21	7.29708e-24
52	-8.30276e-21	7.15945e-24
53	-8.30476e-21	7.30274e-24
54	-8.30465e-21	7.16709e-24
55	-8.30395e-21	7.07069e-24
56	-8.30431e-21	6.9524e-24
57	-8.30422e-21	6.82994e-24
58	-8.30433e-21	6.71215e-24
59	-8.3055e-21	6.7008e-24
60	-8.30579e-21	6.59444e-24
61	-8.30705e-21	6.60721e-24
62	-8.30738e-21	6.50778e-24
63	-8.30769e-21	6.41107e-24
64	-8.30769e-21	6.3101e-24
65	-8.3068e-21	6.27541e-24
66	-8.30627e-21	6.2025e-24
67	-8.30668e-21	6.12336e-24
68	-8.30625e-21	6.04824e-24
69	-8.30724e-21	6.04167e-24
70	-8.30714e-21	5.9555e-24
71	-8.30635e-21	5.92453e-24
72	-8.30693e-21	5.8708e-24
73	-8.30699e-21	5.79008e-24
74	-8.30698e-21	5.7113e-24
75	-8.30682e-21	5.63695e-24
76	-8.30696e-21	5.56408e-24
77	-8.3081e-21	5.60804e-24
78	-8.30888e-21	5.59084e-24
79	-8.30895e-21	5.52e-24
80	-8.30814e-21	5.51077e-24
81	-8.30733e-21	5.5022e-24
82	-8.30701e-21	5.44377e-24
83	-8.30701e-21	5.37779e-24
84	-8.30799e-21	5.40348e-24
85	-8.3081e-21	5.34058e-24
86	-8.30815e-21	5.27832e-24
87	-8.3082e-21	5.21762e-24
88	-8.30856e-21	5.17019e-24
89	-8.30886e-21	5.12045e-24
90	-8.30879e-21	5.06366e-24
91	-8.30833e-21	5.02852e-24
92	-8.3081e-21	4.97902e-24
93	-8.30921e-21	5.04742e-24
94	-8.30936e-21	4.99567e-24
95	-8.30941e-21	4.94309e-24
96	-8.30965e-21	4.89746e-24
97	-8.30976e-21	4.84779e-24
98	-8.30952e-21	4.80408e-24
99	-8.3098e-21	4.76403e-24
100	-8.30996e-21	4.71889e-24
