1000	15.7375	0
2000	15.4157	0.321776
3000	15.2814	0.229225
4000	15.2701	0.162482
5000	15.0083	0.290475
6000	14.9337	0.248613
7000	15.0223	0.228007
8000	15.1611	0.241352
9000	15.1115	0.218556
10000	15.0817	0.197732
11000	15.0003	0.196505
12000	15.0214	0.180618
13000	15.045	0.167805
14000	15.0392	0.155464
15000	14.9702	0.160352
16000	14.9757	0.150099
17000	14.8863	0.16697
18000	14.9503	0.16994
19000	14.9448	0.16084
20000	14.9222	0.154252
21000	14.9246	0.146743
22000	14.9498	0.142152
23000	14.9184	0.139416
24000	14.9126	0.133605
25000	14.915	0.128173
26000	14.934	0.124597
27000	14.9584	0.122358
28000	14.9834	0.120512
29000	14.9902	0.116486
30000	14.9864	0.112602
31000	14.9892	0.108947
32000	15.0195	0.109731
33000	15.0006	0.108015
34000	15.0104	0.10525
35000	15.0066	0.10227
36000	14.9784	0.103326
37000	14.9845	0.100683
38000	14.9989	0.0990511
39000	15.0039	0.0966046
40000	15.0018	0.0941816
41000	14.9777	0.0949668
42000	14.9854	0.0929986
43000	15.0048	0.092849
44000	15.0258	0.0931314
45000	15.0112	0.0922145
46000	14.992	0.0921952
47000	14.9914	0.0902148
48000	14.9806	0.0889661
49000	14.9524	0.0915995
50000	14.9575	0.0898986
51000	14.9619	0.0882275
52000	14.9619	0.0865142
53000	14.9604	0.084879
54000	14.9531	0.083617
55000	14.9689	0.0836063
56000	14.9481	0.0846991
57000	14.9539	0.0834006
58000	14.9481	0.0821561
59000	14.9646	0.0824154
60000	14.9475	0.0827997
61000	14.9364	0.0821874
62000	14.9388	0.080886
63000	14.938	0.0795962
64000	14.9519	0.0795775
65000	14.9672	0.0798283
66000	14.9615	0.0788212
67000	14.9692	0.0780236
68000	14.9669	0.0769048
69000	14.9689	0.0758097
70000	14.964	0.0748791
71000	14.9742	0.0745166
72000	14.9988	0.0774973
73000	15.0105	0.0773099
74000	15.0134	0.0763127
75000	15.0141	0.0752921
76000	15.011	0.074361
77000	15.0097	0.0733996
78000	15.0147	0.0726203
79000	15.0122	0.0717392
80000	15.0162	0.0709519
81000	15.0192	0.070136
82000	15.0114	0.0697128
83000	15.0098	0.0688869
84000	15.0063	0.0681512
85000	14.9998	0.0676613
86000	14.9937	0.067145
87000	14.9844	0.0670114
88000	14.9816	0.0663048
89000	14.9827	0.0655634
90000	14.981	0.0648523
91000	14.9748	0.0644314
92000	14.9735	0.0637404
93000	14.9743	0.0630561
94000	14.9757	0.062397
95000	14.98	0.0618845
96000	14.9891	0.0619144
97000	15.0031	0.0628617
98000	15.0026	0.0622194
99000	14.9993	0.0616739
100000	14.9914	0.0615667
