1	2.39881e-21	0
2	2.39886e-21	4.35705e-26
3	2.39885e-21	2.53358e-26
4	2.39884e-21	2.43479e-26
5	2.39882e-21	2.49047e-26
6	2.39878e-21	4.34116e-26
7	2.39876e-21	4.2937e-26
8	2.39875e-21	3.87321e-26
9	2.39875e-21	3.43575e-26
10	2.39875e-21	3.07651e-26
11	2.39876e-21	2.79128e-26
12	2.39875e-21	2.56443e-26
13	2.39876e-21	2.39249e-26
14	2.39876e-21	2.22382e-26
15	2.39875e-21	2.44129e-26
16	2.39874e-21	2.37482e-26
17	2.39874e-21	2.25618e-26
18	2.39874e-21	2.145e-26
19	2.39874e-21	2.03103e-26
20	2.39875e-21	2.02516e-26
21	2.39874e-21	2.01445e-26
22	2.39873e-21	2.21285e-26
23	2.39872e-21	2.16313e-26
24	2.39872e-21	2.18224e-26
25	2.39871e-21	2.40247e-26
26	2.3987e-21	2.46316e-26
27	2.39869e-21	2.41186e-26
28	2.39868e-21	2.48149e-26
29	2.39868e-21	2.47658e-26
30	2.39867e-21	2.41275e-26
31	2.39868e-21	2.38844e-26
32	2.39869e-21	2.37901e-26
33	2.39869e-21	2.33087e-26
34	2.39869e-21	2.26137e-26
35	2.39869e-21	2.21721e-26
36	2.3987e-21	2.23311e-26
37	2.3987e-21	2.24215e-26
38	2.3987e-21	2.18426e-26
39	2.3987e-21	2.21913e-26
40	2.39869e-21	2.20702e-26
41	2.39869e-21	2.15436e-26
42	2.39869e-21	2.16883e-26
43	2.39869e-21	2.13156e-26
44	2.39868e-21	2.08481e-26
45	2.39869e-21	2.04308e-26
46	2.39868e-21	2.00172e-26
47	2.39868e-21	2.02291e-26
48	2.39868e-21	1.98035e-26
49	2.39868e-21	1.94108e-26
50	2.39868e-21	1.90222e-26
51	2.39868e-21	1.8671e-26
52	2.39868e-21	1.84465e-26
53	2.39868e-21	1.81335e-26
54	2.39869e-21	1.7835e-26
55	2.39869e-21	1.75078e-26
56	2.39868e-21	1.7393e-26
57	2.39868e-21	1.70874e-26
58	2.39869e-21	1.72803e-26
59	2.39869e-21	1.71217e-26
60	2.39869e-21	1.6883e-26
61	2.39869e-21	1.66616e-26
62	2.39869e-21	1.65225e-26
63	2.39869e-21	1.62583e-26
64	2.39869e-21	1.60187e-26
65	2.39869e-21	1.58567e-26
66	2.39868e-21	1.58001e-26
67	2.39868e-21	1.55627e-26
68	2.39868e-21	1.53348e-26
69	2.39868e-21	1.52109e-26
70	2.39868e-21	1.50006e-26
71	2.39868e-21	1.47893e-26
72	2.39868e-21	1.46546e-26
73	2.39869e-21	1.45209e-26
74	2.39869e-21	1.43796e-26
75	2.39869e-21	1.42954e-26
76	2.39869e-21	1.4106e-26
77	2.39869e-21	1.39223e-26
78	2.39869e-21	1.37636e-26
79	2.39869e-21	1.36375e-26
80	2.39869e-21	1.34747e-26
81	2.39869e-21	1.34256e-26
82	2.39869e-21	1.33072e-26
83	2.39869e-21	1.32532e-26
84	2.39869e-21	1.31998e-26
85	2.39869e-21	1.30733e-26
86	2.39868e-21	1.29309e-26
87	2.39868e-21	1.31436e-26
88	2.39868e-21	1.30296e-26
89	2.39868e-21	1.28832e-26
90	2.39868e-21	1.28314e-26
91	2.39868e-21	1.30963e-26
92	2.39867e-21	1.32134e-26
93	2.39867e-21	1.34787e-26
94	2.39867e-21	1.34598e-26
95	2.39867e-21	1.33433e-26
96	2.39867e-21	1.32076e-26
97	2.39867e-21	1.3118e-26
98	2.39867e-21	1.29842e-26
99	2.39867e-21	1.28979e-26
100	2.39867e-21	1.29198e-26
