0 0 0
1 -0.11284 0.175332
2 -0.101745 0.175295
3 0.306183 0.164045
4 0.274563 0.148376
5 0.309585 0.13194
6 0.291198 0.167537
7 0.240387 0.104554
8 0.119945 0.141677
9 0.104369 0.160879
10 0.161201 0.143679
11 0.471314 0.124771
12 0.4506 0.186131
13 0.113374 0.148417
14 0.385153 0.0882764
15 0.305545 0.157967
16 0.396354 0.192042
17 0.318549 0.175176
18 0.536832 0.135284
19 0.191718 0.139794
20 0.439269 0.17553
21 0.168405 0.12364
22 0.228213 0.139356
23 0.349641 0.174633
24 0.0940015 0.160491
25 0.149092 0.133844
26 0.128879 0.155671
27 0.221205 0.12025
28 0.297741 0.123215
29 0.427373 0.147491
30 0.342367 0.163078
31 0.594861 0.163943
32 0.303304 0.143598
33 0.468934 0.100229
34 0.514432 0.16655
35 0.360237 0.13428
36 0.408933 0.149718
37 0.290022 0.13171
38 0.312574 0.158855
39 0.438446 0.104388
40 0.278342 0.148513
41 0.452424 0.0935386
42 0.329161 0.183274
43 0.317587 0.146442
44 0.492672 0.132901
45 0.196701 0.116744
46 0.21087 0.118136
47 0.410819 0.135001
48 0.386028 0.113402
49 0.379103 0.111148
50 0.298029 0.130634
51 0.13951 0.112434
52 0.303878 0.11829
53 0.478436 0.132619
54 0.491069 0.141873
55 0.529632 0.10862
56 0.228328 0.126448
57 0.412022 0.114832
58 0.45031 0.142992
59 0.201708 0.133649
60 0.372052 0.129279
61 0.155754 0.0871452
62 0.427547 0.116045
63 0.0613429 0.105226
64 0.223302 0.0906973
65 0.376299 0.104165
66 0.35409 0.114251
67 0.409016 0.146295
68 0.287604 0.121345
69 0.243804 0.0928358
70 0.371614 0.14969
71 0.087844 0.135443
72 0.358346 0.172531
73 0.321051 0.169139
74 0.469999 0.0848188
75 0.400678 0.109413
76 0.0863215 0.129313
77 0.0028008 0.105607
78 0.265095 0.173767
79 0.388256 0.156075
80 0.163589 0.0925425
81 0.166442 0.137653
82 0.410136 0.0855689
83 0.242385 0.155151
84 0.295239 0.136841
85 0.55847 0.158399
86 0.0315832 0.112486
87 0.398836 0.184489
88 0.326027 0.137676
89 0.155124 0.171889
90 0.472865 0.167174
91 0.658491 0.131973
92 0.279225 0.128541
93 0.462825 0.103502
94 0.44797 0.128904
95 0.312496 0.131749
96 0.372952 0.145675
97 0.220219 0.119148
98 0.168991 0.149035
