1	-9.00236e-21	-9.00236e-21	0
2	-8.98131e-21	-8.99184e-21	1.05264e-23
3	-8.97755e-21	-8.98707e-21	7.72224e-24
4	-8.88508e-21	-8.96158e-21	2.60766e-23
5	-8.98371e-21	-8.966e-21	2.06782e-23
6	-8.99959e-21	-8.9716e-21	1.77876e-23
7	-8.90449e-21	-8.96201e-21	1.78304e-23
8	-8.97393e-21	-8.9635e-21	1.55133e-23
9	-8.87678e-21	-8.95387e-21	1.67342e-23
10	-8.95383e-21	-8.95386e-21	1.49676e-23
11	-8.99553e-21	-8.95765e-21	1.40587e-23
12	-8.99888e-21	-8.96109e-21	1.32857e-23
13	-8.96398e-21	-8.96131e-21	1.22231e-23
14	-9.00029e-21	-8.96409e-21	1.1654e-23
15	-9.08624e-21	-8.97224e-21	1.35653e-23
16	-8.90798e-21	-8.96822e-21	1.33096e-23
17	-9.01407e-21	-8.97092e-21	1.27898e-23
18	-9.04993e-21	-8.97531e-21	1.28324e-23
19	-8.8596e-21	-8.96922e-21	1.35803e-23
20	-8.99016e-21	-8.97026e-21	1.29259e-23
21	-8.96263e-21	-8.9699e-21	1.23004e-23
22	-9.04584e-21	-8.97335e-21	1.22253e-23
23	-9.01302e-21	-8.97508e-21	1.18083e-23
24	-8.90993e-21	-8.97236e-21	1.16269e-23
25	-8.94586e-21	-8.9713e-21	1.12024e-23
26	-9.04941e-21	-8.97431e-21	1.11743e-23
27	-8.99578e-21	-8.9751e-21	1.07818e-23
28	-8.95852e-21	-8.97451e-21	1.04065e-23
29	-8.92717e-21	-8.97288e-21	1.01731e-23
30	-8.92448e-21	-8.97126e-21	9.95963e-24
31	-8.9484e-21	-8.97053e-21	9.66119e-24
32	-8.9491e-21	-8.96986e-21	9.37833e-24
33	-9.0103e-21	-8.97108e-21	9.17194e-24
34	-8.92525e-21	-8.96973e-21	8.99961e-24
35	-9.0296e-21	-8.97144e-21	8.9045e-24
36	-8.91613e-21	-8.96991e-21	8.78895e-24
37	-8.96241e-21	-8.96971e-21	8.55051e-24
38	-8.99221e-21	-8.9703e-21	8.3435e-24
39	-8.98642e-21	-8.97071e-21	8.13725e-24
40	-8.93972e-21	-8.96994e-21	7.96897e-24
