1	-6.18346e-22	-6.18346e-22	0
2	-5.28162e-22	-5.73254e-22	4.50918e-23
3	-5.6334e-22	-5.69949e-22	2.62427e-23
4	-5.71208e-22	-5.70264e-22	1.85591e-23
5	-6.5477e-22	-5.87165e-22	2.21882e-23
6	-6.56036e-22	-5.98644e-22	2.14468e-23
7	-6.18713e-22	-6.01511e-22	1.83512e-23
8	-5.65273e-22	-5.96981e-22	1.65255e-23
9	-5.76136e-22	-5.94665e-22	1.4757e-23
10	-6.26468e-22	-5.97845e-22	1.35768e-23
11	-6.26762e-22	-6.00474e-22	1.25589e-23
12	-5.96617e-22	-6.00153e-22	1.14692e-23
13	-6.15906e-22	-6.01364e-22	1.06195e-23
14	-6.37539e-22	-6.03948e-22	1.01656e-23
15	-6.20168e-22	-6.0503e-22	9.52523e-24
16	-6.05065e-22	-6.05032e-22	8.91004e-24
17	-6.62596e-22	-6.08418e-22	9.02856e-24
18	-6.98934e-22	-6.13447e-22	9.88662e-24
19	-6.56994e-22	-6.15739e-22	9.62858e-24
20	-6.14271e-22	-6.15665e-22	9.13477e-24
21	-6.70457e-22	-6.18274e-22	9.07218e-24
22	-6.81962e-22	-6.21169e-22	9.12155e-24
23	-6.8004e-22	-6.23729e-22	9.08401e-24
24	-6.22384e-22	-6.23673e-22	8.69746e-24
25	-7.08758e-22	-6.27076e-22	9.00985e-24
26	-7.2472e-22	-6.30832e-22	9.43594e-24
27	-6.82278e-22	-6.32737e-22	9.27752e-24
28	-7.01692e-22	-6.352e-22	9.27303e-24
29	-8.0749e-22	-6.41141e-22	1.07403e-23
30	-8.38434e-22	-6.47717e-22	1.22847e-23
31	-8.3649e-22	-6.53807e-22	1.33514e-23
32	-8.16331e-22	-6.58886e-22	1.38893e-23
33	-8.75038e-22	-6.65436e-22	1.49708e-23
34	-7.81211e-22	-6.68841e-22	1.49176e-23
35	-7.11073e-22	-6.70048e-22	1.45353e-23
36	-7.47156e-22	-6.72189e-22	1.42872e-23
37	-7.5381e-22	-6.74395e-22	1.40698e-23
38	-7.4662e-22	-6.76296e-22	1.38258e-23
39	-7.80427e-22	-6.78966e-22	1.37287e-23
40	-7.69804e-22	-6.81237e-22	1.35724e-23
