1	28.3437
2	28.0231
3	26.4774
4	25.7038
5	25.6744
6	24.3484
7	22.5935
8	22.1005
9	22.1005
10	22.1005
11	22.1005
12	21.7975
13	21.7418
14	19.4135
15	19.4135
16	19.4135
17	19.051
18	19.051
19	19.0252
20	18.4152
21	18.3787
22	17.6653
23	18.3553
24	18.3188
25	17.3789
26	17.3789
27	17.3751
28	17.3751
29	17.0356
30	17.0356
31	16.6604
32	16.3511
33	16.2758
34	15.9241
35	15.9241
36	15.6148
37	15.2135
38	15.2135
39	14.108
40	14.108
41	14.108
42	14.108
43	14.0715
44	14.0715
45	14.0457
46	13.361
47	13.361
48	13.361
49	13.361
50	13.361
51	13.361
52	12.9988
53	12.6105
54	12.6105
55	12.6105
56	12.226
57	12.226
58	12.226
59	12.226
60	12.226
61	12.226
62	12.226
63	12.226
64	11.5248
65	11.5248
66	11.5248
67	11.5248
68	11.5248
69	11.1532
70	11.1532
71	11.1532
72	11.1532
73	9.26777
74	9.26777
75	8.12911
76	8.12911
77	8.12911
78	8.12911
79	8.12911
80	8.12911
81	8.12911
82	8.12911
83	8.12911
84	8.12911
85	7.78334
86	7.78334
87	7.78334
88	7.78334
89	7.78334
90	7.78334
91	7.78334
92	7.78334
93	7.78334
94	7.78334
95	7.78334
96	7.78334
97	7.42111
98	7.42111
99	7.42111
100	7.42111
101	7.42111
102	7.42111
103	7.42111
104	7.42111
105	7.04592
106	7.04592
107	7.04592
108	6.66139
109	6.66139
110	6.2731
111	6.2731
112	6.2731
113	6.2731
114	6.2731
115	6.2731
116	6.2731
117	6.2731
118	6.2731
119	6.2731
120	6.2731
121	6.2731
122	6.2731
123	6.2731
124	6.2731
125	6.2731
126	6.2731
127	6.2731
128	6.2731
129	6.2731
130	6.2731
131	6.2731
132	6.2731
133	6.2731
134	6.2731
135	6.2731
136	6.2731
137	6.2731
138	6.2731
139	6.2731
140	6.2731
141	6.2731
142	6.2731
143	6.2731
144	6.2731
145	6.2731
146	6.2731
147	6.2731
148	6.2731
149	6.2731
150	6.2731
151	6.2731
152	6.2731
153	6.2731
154	6.2731
155	6.2731
156	6.2731
157	6.2731
158	6.2731
159	6.2731
160	6.2731
161	6.2731
162	6.2731
163	6.2731
164	6.2731
165	6.2731
166	6.2731
167	6.2731
168	6.2731
169	6.2731
170	6.2731
171	6.2731
172	6.2731
173	6.2731
174	6.2731
175	6.2731
176	6.2731
177	6.2731
178	6.2731
179	6.2731
180	6.2731
181	6.2731
182	6.2731
183	6.2731
184	6.2731
185	6.2731
186	6.2731
187	6.2731
188	6.2731
189	6.2731
190	6.2731
191	6.2731
192	6.2731
193	6.2731
194	6.2731
195	6.2731
196	6.2731
197	6.2731
198	6.2731
199	6.2731
200	6.2731
201	6.2731
202	6.2731
203	6.2731
204	6.2731
205	6.2731
206	6.2731
207	6.2731
208	6.2731
209	6.2731
210	6.2731
211	6.2731
212	6.2731
213	6.2731
214	6.2731
215	6.2731
216	6.2731
217	6.2731
218	6.2731
219	6.2731
220	6.2731
221	6.2731
222	6.2731
223	6.2731
224	6.2731
225	6.2731
226	6.2731
227	6.2731
228	6.2731
229	6.2731
230	6.2731
231	6.2731
232	6.2731
233	6.2731
234	6.2731
235	6.2731
236	6.2731
237	6.2731
238	6.2731
239	6.2731
240	6.2731
241	6.2731
242	6.2731
243	6.2731
244	6.2731
245	6.2731
246	6.2731
247	6.2731
248	6.2731
249	6.2731
250	6.2731
251	6.2731
252	6.2731
253	6.2731
254	6.2731
255	6.2731
256	6.2731
257	6.2731
258	6.2731
259	6.2731
260	6.2731
261	6.2731
262	6.2731
263	6.2731
264	6.2731
265	6.2731
266	6.2731
267	6.2731
268	6.2731
269	6.2731
270	6.2731
271	6.2731
272	6.2731
273	6.2731
274	6.2731
275	6.2731
276	6.2731
277	6.2731
278	6.2731
279	6.2731
280	6.2731
281	6.2731
282	6.2731
283	6.2731
284	6.2731
285	6.2731
286	6.2731
287	6.2731
288	6.2731
289	6.2731
290	6.2731
291	6.2731
292	6.2731
293	6.2731
294	6.2731
295	6.2731
296	6.2731
297	6.2731
298	6.2731
299	6.2731
300	6.2731
301	6.2731
302	6.2731
303	6.2731
304	6.2731
305	6.2731
306	6.2731
307	6.2731
308	6.2731
309	6.2731
310	6.2731
311	6.2731
312	6.2731
313	6.2731
314	6.2731
315	6.2731
316	6.2731
317	6.2731
318	6.2731
319	6.2731
320	6.2731
321	6.2731
322	6.2731
323	6.2731
324	6.2731
325	6.2731
326	6.2731
327	6.2731
328	6.2731
329	6.2731
330	6.2731
331	6.2731
332	6.2731
333	6.2731
334	6.2731
335	6.2731
336	6.2731
337	6.2731
338	6.2731
339	6.2731
340	6.2731
341	6.2731
342	6.2731
343	6.2731
344	6.2731
345	6.2731
346	6.2731
347	6.2731
348	6.2731
349	6.2731
350	6.2731
351	6.2731
352	6.2731
353	6.2731
354	6.2731
355	6.2731
356	6.2731
357	6.2731
358	6.2731
359	6.2731
360	6.2731
361	6.2731
362	6.2731
363	6.2731
364	6.2731
365	6.2731
366	6.2731
367	6.2731
368	6.2731
369	6.2731
370	6.2731
371	6.2731
372	6.2731
373	6.2731
374	6.2731
375	6.2731
376	6.2731
377	6.2731
378	6.2731
379	6.2731
380	6.2731
381	6.2731
382	6.2731
383	6.2731
384	6.2731
385	6.2731
386	6.2731
387	6.2731
388	6.2731
389	6.2731
390	6.2731
391	6.2731
392	6.2731
393	6.2731
394	6.2731
395	6.2731
396	6.2731
397	6.2731
398	6.2731
399	6.2731
400	6.2731
401	6.2731
402	6.2731
403	6.2731
404	6.2731
405	6.2731
406	6.2731
407	6.2731
408	6.2731
409	6.2731
410	6.2731
411	6.2731
412	6.2731
413	6.2731
414	6.2731
415	6.2731
416	6.2731
417	6.2731
418	6.2731
419	6.2731
420	6.2731
421	6.2731
422	6.2731
423	6.2731
424	6.2731
425	6.2731
426	6.2731
427	6.2731
428	6.2731
429	6.2731
430	6.2731
431	6.2731
432	6.2731
433	6.2731
434	6.2731
435	6.2731
436	6.2731
437	6.2731
438	6.2731
439	6.2731
440	6.2731
441	6.2731
442	6.2731
443	6.2731
444	6.2731
445	6.2731
446	6.2731
447	6.2731
448	6.2731
449	6.2731
450	6.2731
451	6.2731
452	6.2731
453	6.2731
454	6.2731
455	6.2731
456	6.2731
457	6.2731
458	6.2731
459	6.2731
460	6.2731
461	6.2731
462	6.66139
463	6.2731
464	6.2731
465	6.2731
466	6.2731
467	6.2731
468	6.2731
469	6.2731
470	6.2731
471	6.2731
472	6.2731
473	6.2731
474	6.2731
475	6.2731
476	6.2731
477	6.2731
478	6.2731
479	6.2731
480	6.2731
481	6.2731
482	6.2731
483	6.2731
484	6.2731
485	6.2731
486	6.2731
487	6.2731
488	6.2731
489	6.2731
490	6.2731
491	6.2731
492	6.2731
493	6.2731
494	6.2731
495	6.2731
496	6.2731
497	6.2731
498	6.2731
499	6.2731
500	6.2731
501	6.2731
502	6.2731
503	6.2731
504	6.2731
505	6.2731
506	6.2731
507	6.2731
508	6.2731
509	6.2731
510	6.2731
511	6.2731
512	6.2731
513	6.2731
514	6.2731
515	6.2731
516	6.2731
517	6.2731
518	6.2731
519	6.2731
520	6.2731
521	6.2731
522	6.2731
523	6.2731
524	6.2731
525	6.2731
526	6.2731
527	6.2731
528	6.2731
529	6.2731
530	6.2731
531	6.2731
532	6.2731
533	6.2731
534	6.2731
535	6.2731
536	6.2731
537	6.2731
538	6.2731
539	6.2731
540	6.2731
541	6.2731
542	6.2731
543	6.2731
544	6.2731
545	6.2731
546	6.2731
547	6.2731
548	6.2731
549	6.2731
550	6.2731
551	6.2731
552	6.2731
553	6.2731
554	6.2731
555	6.2731
556	6.2731
557	6.2731
558	6.2731
559	6.2731
560	6.2731
561	6.2731
562	6.2731
563	6.2731
564	6.2731
565	6.2731
566	6.2731
567	6.2731
568	6.2731
569	6.2731
570	6.2731
571	6.2731
572	6.2731
573	6.2731
574	6.2731
575	6.2731
576	6.2731
577	6.2731
578	6.2731
579	6.2731
580	6.2731
581	6.2731
582	6.2731
583	6.2731
584	6.2731
585	6.2731
586	6.2731
587	6.2731
588	6.2731
589	6.2731
590	6.2731
591	6.2731
592	6.2731
593	6.2731
594	6.2731
595	6.2731
596	6.2731
597	6.2731
598	6.2731
599	6.2731
600	6.2731
601	6.2731
602	6.2731
603	6.2731
604	6.2731
605	6.2731
606	6.2731
607	6.2731
608	6.2731
609	6.2731
610	6.2731
611	6.2731
612	6.2731
613	6.2731
614	6.2731
615	6.2731
616	6.2731
617	6.2731
618	6.2731
619	6.2731
620	6.2731
621	6.2731
622	6.2731
623	6.2731
624	6.2731
625	6.2731
626	6.2731
627	6.2731
628	6.2731
629	6.2731
630	6.2731
631	6.2731
632	6.2731
633	6.66139
634	6.2731
635	6.2731
636	6.2731
637	6.2731
638	6.2731
639	6.2731
640	6.2731
641	6.2731
642	6.2731
643	6.2731
644	6.2731
645	6.2731
646	6.2731
647	6.2731
648	6.2731
649	6.2731
650	6.2731
651	6.2731
652	6.2731
653	6.2731
654	6.2731
655	6.2731
656	6.2731
657	6.2731
658	6.2731
659	6.2731
660	6.2731
661	6.2731
662	6.2731
663	6.2731
664	6.2731
665	6.2731
666	6.2731
667	6.2731
668	6.2731
669	6.2731
670	6.2731
671	6.2731
672	6.2731
673	6.2731
674	6.2731
675	6.2731
676	6.2731
677	6.2731
678	6.2731
679	6.2731
680	6.2731
681	6.2731
682	6.2731
683	6.2731
684	6.2731
685	6.2731
686	6.2731
687	6.2731
688	6.2731
689	6.2731
690	6.2731
691	6.2731
692	6.2731
693	6.2731
694	6.2731
695	6.2731
696	6.2731
697	6.2731
698	6.2731
699	6.2731
700	6.2731
701	6.2731
702	6.2731
703	6.2731
704	6.2731
705	6.2731
706	6.2731
707	6.2731
708	6.2731
709	6.2731
710	6.2731
711	6.2731
712	6.2731
713	6.2731
714	6.2731
715	6.2731
716	6.2731
717	6.2731
718	6.2731
719	6.2731
720	6.2731
721	6.2731
722	6.2731
723	6.2731
724	6.2731
725	6.2731
726	6.2731
727	6.2731
728	6.2731
729	6.2731
730	6.2731
731	6.2731
732	6.2731
733	6.2731
734	6.2731
735	6.2731
736	6.2731
737	6.2731
738	6.2731
739	6.2731
740	6.2731
741	6.2731
742	6.2731
743	6.2731
744	6.2731
745	6.2731
746	6.2731
747	6.2731
748	6.2731
749	6.2731
750	6.2731
751	6.2731
752	6.2731
753	6.2731
754	6.2731
755	6.2731
756	6.2731
757	6.2731
758	6.2731
759	6.2731
760	6.2731
761	6.2731
762	6.2731
763	6.2731
764	6.2731
765	6.2731
766	6.2731
767	6.2731
768	6.66139
769	6.66139
770	6.66139
771	6.66139
772	6.66139
773	6.66139
774	6.66139
775	6.66139
776	6.66139
777	6.66139
778	6.66139
779	6.66139
780	6.66139
781	6.66139
782	6.66139
783	6.66139
784	6.2731
785	6.2731
786	6.2731
787	6.2731
788	6.2731
789	6.2731
790	6.2731
791	6.2731
792	6.2731
793	6.2731
794	6.2731
795	6.2731
796	6.2731
797	6.2731
798	6.2731
799	6.2731
800	6.2731
801	6.2731
802	6.2731
803	6.2731
804	6.2731
