1	5.0315	0
2	4.98393	0.0475779
3	4.97433	0.0290982
4	4.96336	0.0233138
5	4.96424	0.0180802
6	4.98917	0.0289692
7	4.98165	0.0256124
8	4.99603	0.0264345
9	4.97812	0.0294002
10	4.96489	0.0294351
11	4.97207	0.0275776
12	4.98591	0.0287253
13	4.98426	0.0264745
14	4.98315	0.024536
15	4.9751	0.0242186
16	4.95834	0.028181
17	4.96159	0.0266707
18	4.95903	0.0252753
19	4.95537	0.0241871
20	4.95613	0.0229584
21	4.96335	0.023001
22	4.97845	0.0266246
23	4.98743	0.0269818
24	4.99519	0.0269735
25	4.98994	0.0264006
26	4.98987	0.025365
27	4.99077	0.0244239
28	4.98904	0.0235989
29	4.98692	0.0228686
30	4.98009	0.0231256
31	4.98498	0.0228944
32	4.98898	0.0225266
33	4.98532	0.0221389
34	4.98971	0.0219222
35	4.99457	0.0218337
36	4.994	0.0212262
37	4.99481	0.0206603
38	4.99246	0.0202455
39	4.99184	0.0197292
40	4.99154	0.0192321
41	4.99229	0.0187722
42	4.99615	0.0187226
43	4.9945	0.0183561
44	4.99448	0.0179341
45	4.99109	0.0178562
46	4.98952	0.0175342
47	4.98766	0.0172578
48	4.98588	0.0169872
49	4.98302	0.0168817
50	4.98328	0.0165427
51	4.98271	0.016225
52	4.98178	0.0159371
53	4.98336	0.0157127
54	4.98207	0.0154729
55	4.98227	0.0151903
56	4.98563	0.0152907
57	4.98587	0.015022
58	4.98428	0.0148462
59	4.98583	0.0146742
60	4.9836	0.0145987
61	4.98438	0.0143783
62	4.98644	0.0142948
63	4.98554	0.014095
64	4.98509	0.0138803
65	4.98792	0.0139537
66	4.98613	0.0138557
67	4.98663	0.0136565
68	4.98852	0.0135858
69	4.98521	0.0137895
70	4.98469	0.0136012
71	4.98488	0.0134096
72	4.98219	0.0134934
73	4.98114	0.0133481
74	4.98192	0.0131896
75	4.98292	0.013051
76	4.98202	0.0129096
77	4.98163	0.012747
78	4.98154	0.0125828
79	4.98268	0.0124749
80	4.9836	0.0123524
81	4.98427	0.012217
82	4.98461	0.0120719
83	4.9857	0.0119752
84	4.98668	0.0118727
85	4.98767	0.011774
86	4.98808	0.0116436
87	4.9883	0.011511
88	4.98973	0.0114686
89	4.99055	0.0113683
90	4.98952	0.0112883
91	4.98906	0.0111731
92	4.98897	0.0110513
93	4.98829	0.0109528
94	4.98984	0.0109461
95	4.99029	0.0108393
96	4.9908	0.0107382
97	4.99179	0.0106726
98	4.99231	0.0105762
99	4.99373	0.0105644
100	4.9957	0.010642
