1	92.8226	92.8226	0
2	92.033	92.4278	0.394836
3	92.0407	92.2988	0.261939
4	92.7147	92.4028	0.212414
5	93.0195	92.5261	0.205639
6	92.2538	92.4807	0.173931
7	92.2981	92.4547	0.149295
8	91.2381	92.3026	0.199605
9	93.0981	92.391	0.196978
10	92.6245	92.4143	0.177724
11	92.1754	92.3926	0.162217
12	91.9825	92.3584	0.151975
13	92.6853	92.3836	0.14204
14	92.8016	92.4134	0.13485
15	92.0062	92.3863	0.128441
16	92.5736	92.398	0.120715
17	92.9266	92.4291	0.117578
18	91.9633	92.4032	0.113833
19	92.1375	92.3892	0.10858
20	92.6888	92.4042	0.104091
21	92.5178	92.4096	0.0991581
22	91.5893	92.3723	0.10163
23	92.714	92.3872	0.0982405
24	91.637	92.3559	0.0991155
25	92.3563	92.3559	0.0950682
26	92.1474	92.3479	0.0916901
27	92.3737	92.3489	0.088234
28	93.0817	92.375	0.0889613
29	91.9234	92.3595	0.0872403
30	92.6854	92.3703	0.0849794
31	92.1068	92.3618	0.0826309
32	92.8638	92.3775	0.0815305
33	91.5343	92.352	0.0830502
34	92.3334	92.3514	0.0805724
35	92.5722	92.3577	0.0784903
36	92.1457	92.3518	0.0765058
37	91.8558	92.3384	0.0756075
38	92.7414	92.349	0.0743512
39	92.5289	92.3537	0.0725664
40	92.753	92.3636	0.0714302
